label,fname,manually_verified,freesound_id,license
Finger_snapping,70c8917f.wav,0,221942,Attribution
Keys_jangling,70f8a784.wav,1,336202,Creative Commons 0
Keys_jangling,71306d72.wav,0,118078,Creative Commons 0
Cough,713da8e9.wav,0,331067,Attribution
Finger_snapping,715b902f.wav,0,236798,Attribution
Computer_keyboard,715f247f.wav,0,62594,Creative Commons 0
Computer_keyboard,71880131.wav,0,233232,Attribution
Cough,71f2b82b.wav,0,90073,Creative Commons 0
Cough,71fbfed6.wav,1,346489,Attribution
Keys_jangling,72761275.wav,1,383765,Creative Commons 0
Computer_keyboard,727cc413.wav,1,339347,Attribution
Knock,727f6a7f.wav,1,349289,Creative Commons 0
Cough,72dd13f1.wav,1,331063,Attribution
Keys_jangling,72ef8755.wav,1,156188,Creative Commons 0
Laughter,72f54816.wav,0,86991,Creative Commons 0
Cough,73608822.wav,1,19120,Attribution
Cough,7366bd51.wav,0,323532,Creative Commons 0
Computer_keyboard,737b7050.wav,1,328941,Creative Commons 0
Laughter,738d5a2b.wav,0,211566,Attribution
Cough,73a8474b.wav,0,155603,Attribution
Cough,743c4871.wav,0,93031,Creative Commons 0
Laughter,7445a065.wav,0,60798,Attribution
Knock,744f0497.wav,1,114041,Attribution
Keys_jangling,74de8588.wav,1,220942,Attribution
Laughter,752c7638.wav,0,19156,Attribution
Cough,75498e93.wav,1,19112,Attribution
Laughter,754be109.wav,1,8157,Attribution
Computer_keyboard,756c0e90.wav,1,155571,Creative Commons 0
Keys_jangling,756f3b73.wav,1,51444,Creative Commons 0
Laughter,76bd2f27.wav,1,277449,Attribution
Cough,76c23da7.wav,0,65184,Creative Commons 0
Keys_jangling,76d09788.wav,1,51442,Creative Commons 0
Cough,76e31fe2.wav,0,381372,Creative Commons 0
Keys_jangling,774df478.wav,0,50912,Creative Commons 0
Laughter,77d93f2b.wav,0,30045,Attribution
Computer_keyboard,78257899.wav,1,144105,Attribution
Keys_jangling,7844453d.wav,0,216129,Attribution
Laughter,7859a49a.wav,0,529,Creative Commons 0
Laughter,786e02d0.wav,0,9562,Attribution
Cough,788f5993.wav,0,25301,Creative Commons 0
Finger_snapping,78b8ab2e.wav,0,361765,Creative Commons 0
Laughter,78e952a2.wav,1,344021,Creative Commons 0
Cough,78f34b3a.wav,1,325569,Creative Commons 0
Finger_snapping,7941ec33.wav,0,325266,Creative Commons 0
Finger_snapping,7975c296.wav,0,275103,Creative Commons 0
Cough,798d6d5e.wav,1,331059,Attribution
Cough,79a8dbcc.wav,0,205012,Creative Commons 0
Cough,79b29f52.wav,0,176537,Creative Commons 0
Finger_snapping,79be82bb.wav,0,105382,Attribution
Laughter,79d44891.wav,0,216051,Creative Commons 0
Cough,79faa0c4.wav,0,157835,Creative Commons 0
Keys_jangling,79fdfdb8.wav,0,98944,Attribution
Finger_snapping,7a002442.wav,1,364724,Creative Commons 0
Computer_keyboard,7a61b4f2.wav,1,152586,Creative Commons 0
Laughter,7a6e15bd.wav,0,166438,Attribution
Knock,7a9976ef.wav,0,144222,Attribution
Finger_snapping,7aa00d54.wav,0,176435,Attribution
Knock,7ad6dfec.wav,0,188878,Attribution
Knock,7b6f0648.wav,0,277490,Attribution
Laughter,7b859d4e.wav,0,353550,Creative Commons 0
Laughter,7b9a02a0.wav,0,235165,Creative Commons 0
Computer_keyboard,7bb60688.wav,1,269713,Creative Commons 0
Laughter,7c335009.wav,0,160964,Creative Commons 0
Knock,7c402b12.wav,0,88240,Creative Commons 0
Knock,7c5c7267.wav,0,113125,Creative Commons 0
Laughter,7cd52ca6.wav,0,171442,Attribution
Keys_jangling,7cf2c161.wav,1,336196,Creative Commons 0
Knock,7cf2f996.wav,0,268500,Creative Commons 0
Keys_jangling,7d13cc12.wav,1,51439,Creative Commons 0
Knock,7d247397.wav,1,164568,Creative Commons 0
Knock,7d264d04.wav,0,367129,Attribution
Keys_jangling,7d639c49.wav,0,157916,Creative Commons 0
Computer_keyboard,7e60cedc.wav,0,339348,Creative Commons 0
Laughter,7eb29109.wav,0,257924,Attribution
Computer_keyboard,7f268b2d.wav,0,256290,Attribution
Cough,7f4c86b4.wav,0,210431,Attribution
Laughter,7f60f335.wav,1,4238,Attribution
Cough,7f80d12f.wav,0,213856,Attribution
Knock,7f8b3192.wav,0,334988,Creative Commons 0
Knock,808f7ab9.wav,1,103998,Creative Commons 0
Cough,80c11722.wav,1,45578,Attribution
Laughter,80df55dc.wav,0,237984,Creative Commons 0
Computer_keyboard,80ee3cc7.wav,1,335020,Attribution
Knock,80f1c762.wav,1,342552,Creative Commons 0
Knock,80f5c04c.wav,1,193827,Creative Commons 0
Laughter,813817a5.wav,0,152728,Creative Commons 0
Knock,813bc785.wav,0,186517,Creative Commons 0
Knock,8186d966.wav,0,85087,Creative Commons 0
Cough,819f0f9d.wav,0,41386,Attribution
Laughter,81a8919b.wav,1,278107,Creative Commons 0
Cough,81d6c294.wav,0,41385,Attribution
Cough,81f0b550.wav,0,85292,Attribution
Knock,81f64557.wav,1,257222,Attribution
Knock,8260494e.wav,0,151179,Creative Commons 0
Cough,827d48f9.wav,0,319363,Creative Commons 0
Cough,828b5e00.wav,0,145364,Creative Commons 0
Knock,82ce8f1a.wav,0,12884,Attribution
Finger_snapping,82ee1adc.wav,0,346803,Attribution
Computer_keyboard,82eec9f2.wav,0,144120,Attribution
Computer_keyboard,833284de.wav,1,188233,Creative Commons 0
Knock,834b44c2.wav,0,233795,Creative Commons 0
Laughter,8393f945.wav,0,110162,Attribution
Cough,83990ed1.wav,0,17167,Attribution
Knock,83c2f33a.wav,0,256606,Creative Commons 0
Knock,8473a4d6.wav,0,152594,Attribution
Knock,85400833.wav,0,277485,Attribution
Laughter,85558d98.wav,0,120762,Attribution
Keys_jangling,856c065c.wav,0,219563,Attribution
Finger_snapping,856e5b54.wav,0,257922,Attribution
Laughter,858c074f.wav,0,21626,Attribution
Cough,85b224b5.wav,0,31748,Attribution
Knock,86392626.wav,1,193834,Creative Commons 0
Laughter,868622f3.wav,0,337164,Creative Commons 0
Computer_keyboard,86a9ffb6.wav,0,216005,Creative Commons 0
Keys_jangling,86e9e5a2.wav,1,156184,Creative Commons 0
Laughter,86fac849.wav,1,169805,Attribution
Laughter,8755f4f5.wav,0,223851,Creative Commons 0
Laughter,8767dfe3.wav,0,19162,Attribution
Knock,877cf83e.wav,1,349296,Creative Commons 0
Knock,882d631c.wav,0,193845,Creative Commons 0
Knock,88482f9c.wav,0,349302,Creative Commons 0
Computer_keyboard,8865cc0e.wav,0,62458,Creative Commons 0
Keys_jangling,88dbcd44.wav,1,274819,Attribution
Laughter,88e792b8.wav,1,166052,Attribution
Laughter,88e99f1c.wav,0,72844,Attribution
Laughter,8952eee3.wav,0,119459,Creative Commons 0
Computer_keyboard,896797e3.wav,1,174433,Attribution
Cough,89affc19.wav,0,19119,Attribution
Laughter,89e543b0.wav,0,254868,Attribution
Laughter,8a11b736.wav,0,118487,Creative Commons 0
Finger_snapping,8a8a9e60.wav,1,361768,Creative Commons 0
Finger_snapping,8ad0ed99.wav,1,346793,Attribution
Finger_snapping,8b49f457.wav,0,50758,Creative Commons 0
Laughter,8b5798fc.wav,0,190894,Creative Commons 0
Cough,8b76e49d.wav,0,45574,Attribution
Knock,8b774232.wav,0,113127,Creative Commons 0
Knock,8bace939.wav,0,114254,Creative Commons 0
Keys_jangling,8bc9a0b0.wav,0,232918,Creative Commons 0
Cough,8bd43789.wav,0,77459,Attribution
Finger_snapping,8bff2f37.wav,0,346796,Attribution
Computer_keyboard,8c0e42bb.wav,1,329776,Attribution
Laughter,8c4c25d9.wav,1,119450,Creative Commons 0
Knock,8c4d172c.wav,0,218989,Attribution
Knock,8c70ed9b.wav,0,369706,Creative Commons 0
Finger_snapping,8c955bf1.wav,1,86661,Attribution
Knock,8d915840.wav,0,210301,Creative Commons 0
Keys_jangling,8dccb289.wav,1,334,Attribution
Knock,8e02faf0.wav,0,12889,Attribution
Computer_keyboard,8e30295e.wav,0,348240,Creative Commons 0
Knock,8e4222a4.wav,0,154463,Creative Commons 0
Knock,8e9d1edf.wav,1,364680,Attribution
Computer_keyboard,8eae7d07.wav,1,84883,Attribution
Cough,8f19ac6d.wav,0,196719,Creative Commons 0
Knock,8f9ebf7b.wav,1,188883,Attribution
Cough,8ffbd5ae.wav,0,23093,Attribution
Keys_jangling,909a890d.wav,0,190133,Attribution
Knock,9155f4ee.wav,0,66397,Creative Commons 0
Knock,916a1e9e.wav,0,218984,Attribution
Computer_keyboard,916f2fba.wav,0,365490,Creative Commons 0
Laughter,917940e7.wav,1,242904,Creative Commons 0
Computer_keyboard,91809693.wav,0,268968,Attribution
Laughter,9208fc8a.wav,0,9550,Attribution
Cough,92274098.wav,0,252242,Creative Commons 0
Laughter,9242007f.wav,1,319766,Creative Commons 0
Laughter,92c1d241.wav,1,46966,Attribution
Keys_jangling,92d6bb08.wav,1,336195,Creative Commons 0
Keys_jangling,92ed10c3.wav,1,138043,Creative Commons 0
Knock,93009632.wav,0,266915,Creative Commons 0
Keys_jangling,930742b0.wav,1,156187,Creative Commons 0
Laughter,93471679.wav,0,60157,Attribution
Cough,938dc23d.wav,0,262459,Creative Commons 0
Laughter,93a6ff48.wav,0,138112,Creative Commons 0
Cough,94583f41.wav,0,369297,Creative Commons 0
Knock,9494e46f.wav,1,148951,Creative Commons 0
Cough,94c63e80.wav,0,323697,Creative Commons 0
Keys_jangling,94f7e531.wav,1,274817,Attribution
Laughter,952530cd.wav,0,191898,Creative Commons 0
Knock,952b79a6.wav,1,265044,Creative Commons 0
Cough,9538d345.wav,0,154443,Creative Commons 0
Finger_snapping,958d7d6a.wav,0,257915,Attribution
Laughter,95a241e8.wav,0,100426,Creative Commons 0
Cough,95bd02b1.wav,0,348134,Creative Commons 0
Laughter,95bdca45.wav,0,157291,Creative Commons 0
Cough,95d26d9c.wav,0,365476,Creative Commons 0
Knock,96902014.wav,0,217390,Creative Commons 0
Knock,9699feeb.wav,0,342549,Creative Commons 0
Keys_jangling,96a05522.wav,1,156180,Creative Commons 0
Knock,96bcfc71.wav,0,193865,Creative Commons 0
Laughter,96df59a4.wav,1,238638,Creative Commons 0
Cough,96e65c33.wav,0,213047,Attribution
Knock,9760d7b1.wav,1,193863,Creative Commons 0
Knock,977b44f9.wav,0,370913,Attribution
Laughter,98155566.wav,0,135387,Creative Commons 0
Knock,9836ea79.wav,1,113139,Creative Commons 0
Cough,9863b59b.wav,0,152367,Creative Commons 0
Computer_keyboard,9883561e.wav,0,152702,Creative Commons 0
Knock,991c3b79.wav,1,114042,Attribution
Laughter,9988cb57.wav,1,132746,Attribution
Keys_jangling,99cffa38.wav,0,216130,Attribution
Cough,99db2c7e.wav,0,148212,Creative Commons 0
Laughter,99ef0ba9.wav,0,238639,Creative Commons 0
Cough,9a332642.wav,1,323511,Creative Commons 0
Knock,9a3f54d2.wav,1,193846,Creative Commons 0
Cough,9a76ee63.wav,1,157296,Creative Commons 0
Laughter,9b1ede13.wav,1,166140,Creative Commons 0
Knock,9b2be3af.wav,0,144220,Attribution
Cough,9b3cfa23.wav,1,256567,Attribution
Cough,9b5e1c20.wav,0,180044,Attribution
Knock,9b651a88.wav,0,193851,Creative Commons 0
Knock,9bcdba3b.wav,0,142350,Creative Commons 0
Keys_jangling,9beefea5.wav,0,324328,Attribution
Cough,9cc14c5f.wav,1,331064,Attribution
Laughter,9cf0cf51.wav,0,152997,Attribution
Laughter,9cf3b168.wav,0,72846,Attribution
Cough,9d4e4025.wav,1,170960,Attribution
Computer_keyboard,9d5784e8.wav,1,155569,Creative Commons 0
Keys_jangling,9d5cbd33.wav,1,336199,Creative Commons 0
Knock,9d85dc18.wav,0,182024,Attribution
Laughter,9d868658.wav,1,219778,Creative Commons 0
Computer_keyboard,9d9735fd.wav,0,368794,Creative Commons 0
Finger_snapping,9db39571.wav,1,348509,Creative Commons 0
Laughter,9deab5af.wav,0,371342,Creative Commons 0
Keys_jangling,9eaf6998.wav,0,192057,Attribution
Knock,9eef5102.wav,0,378742,Attribution
Laughter,9f0e3750.wav,1,342838,Creative Commons 0
Cough,9f333871.wav,0,45925,Attribution
Laughter,9f436c6d.wav,0,9558,Attribution
Computer_keyboard,9f534065.wav,1,368097,Creative Commons 0
Cough,9f6dae21.wav,1,324769,Attribution
Finger_snapping,9f6f7210.wav,0,80739,Attribution
Finger_snapping,9f7b3540.wav,0,109400,Creative Commons 0
Keys_jangling,a007b3ad.wav,1,336201,Creative Commons 0
Laughter,a0729ab0.wav,0,322459,Attribution
Cough,a0d7b9cc.wav,0,84690,Attribution
Laughter,a1173189.wav,0,253524,Attribution
Finger_snapping,a142729e.wav,1,346811,Attribution
Cough,a1751510.wav,1,252219,Creative Commons 0
Keys_jangling,a1a68f8d.wav,1,156181,Creative Commons 0
Finger_snapping,a1b37ef8.wav,0,263048,Creative Commons 0
Knock,a1c0960e.wav,0,34263,Attribution
Knock,a1c64fe3.wav,0,254981,Creative Commons 0
Cough,a1de2e46.wav,0,317439,Creative Commons 0
Keys_jangling,a21f035a.wav,1,336204,Creative Commons 0
Cough,a2575c2a.wav,1,219768,Creative Commons 0
Knock,a3116a1b.wav,1,193838,Creative Commons 0
Knock,a313a13b.wav,0,133851,Creative Commons 0
Knock,a342889a.wav,0,169579,Attribution
Keys_jangling,a3567996.wav,1,195072,Attribution
Cough,a37e6f07.wav,1,323698,Creative Commons 0
Cough,a39df250.wav,0,195771,Attribution
Keys_jangling,a3a07045.wav,0,336659,Creative Commons 0
Knock,a3b00071.wav,0,193830,Creative Commons 0
Laughter,a3b70491.wav,0,218308,Creative Commons 0
Keys_jangling,a3b96c0e.wav,0,137411,Creative Commons 0
Keys_jangling,a3cd0979.wav,0,73090,Attribution
Finger_snapping,a3d2df4c.wav,1,361751,Creative Commons 0
Laughter,a3f07a73.wav,0,213608,Attribution
Cough,a3f5c0a8.wav,0,19118,Attribution
Laughter,a4252c0a.wav,0,263967,Creative Commons 0
Knock,a4757637.wav,0,81001,Creative Commons 0
Finger_snapping,a4b8ca75.wav,1,235675,Attribution
Laughter,a4da36e1.wav,0,361470,Creative Commons 0
Computer_keyboard,a4f2be4f.wav,1,360666,Creative Commons 0
Cough,a5447a9a.wav,0,151217,Creative Commons 0
Cough,a591054c.wav,1,180045,Attribution
Laughter,a5a1cee2.wav,0,205751,Creative Commons 0
Laughter,a5bbd485.wav,0,347912,Creative Commons 0
Laughter,a60a1df6.wav,0,170332,Attribution
Cough,a614fce9.wav,0,323700,Creative Commons 0
Knock,a624984d.wav,0,77165,Creative Commons 0
Keys_jangling,a6f0d768.wav,0,240687,Creative Commons 0
Cough,a70a5165.wav,0,87799,Creative Commons 0
Knock,a75ef2e9.wav,0,52290,Creative Commons 0
Computer_keyboard,a77eb36f.wav,0,260951,Creative Commons 0
Finger_snapping,a788588b.wav,1,370814,Creative Commons 0
Laughter,a7a03d8b.wav,0,203230,Creative Commons 0
Finger_snapping,a8066ad1.wav,1,364731,Creative Commons 0
Keys_jangling,a88419f1.wav,0,125385,Creative Commons 0
Laughter,a8854397.wav,0,324894,Creative Commons 0
Cough,a8a55a60.wav,0,334154,Attribution
Knock,a94d7cdc.wav,0,241651,Attribution
Computer_keyboard,a9bd898d.wav,0,31488,Creative Commons 0
Cough,a9cd37c0.wav,0,87513,Attribution
Computer_keyboard,a9f11d74.wav,0,174434,Attribution
Keys_jangling,a9f2c5a8.wav,1,135636,Attribution
Knock,aa269364.wav,0,193826,Creative Commons 0
Computer_keyboard,aa3a11a4.wav,1,267302,Attribution
Finger_snapping,aa3c8d3f.wav,1,361767,Creative Commons 0
Knock,aa8099dd.wav,0,152614,Creative Commons 0
Laughter,aa813cb9.wav,1,382998,Creative Commons 0
Knock,aa82657e.wav,1,218987,Attribution
Keys_jangling,aaafd35a.wav,0,125535,Creative Commons 0
Laughter,aacbd637.wav,1,47373,Attribution
Knock,aaff9b4f.wav,0,190023,Attribution
Computer_keyboard,ab3e0bf2.wav,1,329052,Attribution
Laughter,ab48f302.wav,0,315828,Creative Commons 0
Knock,abda19d9.wav,1,194365,Creative Commons 0
Finger_snapping,ac319796.wav,1,364718,Creative Commons 0
Keys_jangling,ac33d962.wav,1,9181,Attribution
Keys_jangling,ac63f54d.wav,0,44195,Creative Commons 0
Knock,acc31ab9.wav,0,257217,Attribution
Laughter,acde93b5.wav,0,161194,Creative Commons 0
Cough,ad4e15d3.wav,1,323695,Creative Commons 0
Cough,ad5dc3ef.wav,0,368380,Creative Commons 0
Computer_keyboard,ad9c9701.wav,1,367177,Attribution
Finger_snapping,adaada0f.wav,1,346807,Attribution
Keys_jangling,aed229aa.wav,1,349349,Attribution
Cough,aeef4dcd.wav,1,19115,Attribution
Laughter,af525d74.wav,1,47371,Attribution
Laughter,afd24fef.wav,0,253534,Attribution
Knock,aff53600.wav,0,94773,Creative Commons 0
Knock,b021b8f1.wav,1,193839,Creative Commons 0
Cough,b032262f.wav,0,120213,Attribution
Laughter,b04f0f8a.wav,1,150329,Attribution
Cough,b0fba6dc.wav,0,177835,Attribution
Cough,b114fb4f.wav,0,157293,Creative Commons 0
Keys_jangling,b15db778.wav,1,166007,Creative Commons 0
Knock,b1931977.wav,0,353035,Attribution
Knock,b1a843d3.wav,0,380706,Creative Commons 0
Computer_keyboard,b1c70a0c.wav,1,155572,Creative Commons 0
Keys_jangling,b1e56287.wav,0,182713,Creative Commons 0
Computer_keyboard,b22ea7c6.wav,1,233233,Attribution
Finger_snapping,b2c75333.wav,0,364720,Creative Commons 0
Cough,b2c9df27.wav,0,350373,Creative Commons 0
Keys_jangling,b307c487.wav,0,62459,Creative Commons 0
Finger_snapping,b30bf66d.wav,1,361752,Creative Commons 0
Knock,b31387ca.wav,0,208317,Creative Commons 0
Knock,b340e4a2.wav,0,211499,Attribution
Knock,b35ec39e.wav,1,164567,Creative Commons 0
Finger_snapping,b386cc78.wav,0,177505,Attribution
Knock,b3ac05e6.wav,0,32298,Attribution
Cough,b3b542e9.wav,0,148205,Creative Commons 0
Cough,b3ce4edb.wav,0,346490,Attribution
Laughter,b3d33a56.wav,0,30044,Attribution
Knock,b3f75e89.wav,0,277487,Attribution
Finger_snapping,b4029ee8.wav,1,325262,Creative Commons 0
Computer_keyboard,b51a5a03.wav,1,332000,Creative Commons 0
Keys_jangling,b5297ed1.wav,0,118187,Attribution
Laughter,b53cd227.wav,0,219110,Attribution
Laughter,b55f29ee.wav,1,343868,Creative Commons 0
Laughter,b58b18ec.wav,1,344066,Creative Commons 0
Laughter,b5ba6c8a.wav,0,380480,Attribution
Keys_jangling,b5ebeb4e.wav,0,234866,Creative Commons 0
Knock,b6013534.wav,0,190027,Attribution
Finger_snapping,b62aef21.wav,1,241879,Creative Commons 0
Computer_keyboard,b63eadcd.wav,0,120333,Attribution
Laughter,b6bb0f17.wav,0,252234,Creative Commons 0
Cough,b6d5c991.wav,1,331061,Attribution
Keys_jangling,b74807d2.wav,1,329049,Attribution
Knock,b77242b9.wav,0,365902,Attribution
Laughter,b7934365.wav,1,120760,Attribution
Cough,b7fab4b5.wav,1,19124,Attribution
Cough,b8ad1645.wav,0,19122,Attribution
Laughter,b90c2e7a.wav,0,55209,Attribution
Knock,b922298e.wav,0,76814,Attribution
Cough,b9521c38.wav,0,32169,Attribution
Laughter,b9f4ace3.wav,0,179924,Creative Commons 0
Laughter,ba1126dc.wav,0,42841,Attribution
Keys_jangling,ba1506ca.wav,0,237311,Creative Commons 0
Knock,ba1b81bd.wav,1,211501,Attribution
Laughter,ba58e2eb.wav,0,118486,Creative Commons 0
Computer_keyboard,ba7151cd.wav,1,157766,Creative Commons 0
Finger_snapping,ba71d31a.wav,1,361770,Creative Commons 0
Laughter,ba740bb0.wav,1,241520,Creative Commons 0
Knock,ba8deb96.wav,1,144951,Creative Commons 0
Computer_keyboard,ba94b55b.wav,0,326291,Creative Commons 0
Finger_snapping,badbd98d.wav,1,177501,Attribution
Cough,bb495a62.wav,0,169726,Creative Commons 0
Knock,bbd8d6a1.wav,1,274943,Attribution
Keys_jangling,bc121fd4.wav,1,175411,Creative Commons 0
Cough,bc6b3052.wav,1,323510,Creative Commons 0
Computer_keyboard,bc86b3c7.wav,0,52052,Creative Commons 0
Cough,bc87af32.wav,0,95531,Attribution
Laughter,bd0ccf17.wav,0,152852,Attribution
Finger_snapping,bd6663dc.wav,1,361755,Creative Commons 0
Knock,bde1a5f8.wav,1,190020,Attribution
Laughter,be4b329a.wav,0,161367,Attribution
Cough,be6ca096.wav,0,318080,Creative Commons 0
Laughter,be75288b.wav,1,182017,Creative Commons 0
Laughter,be7e8a65.wav,1,46962,Attribution
Laughter,be8920cb.wav,0,107123,Attribution
Cough,bea68b34.wav,0,252223,Creative Commons 0
Laughter,bedf02c7.wav,0,184599,Attribution
Laughter,bee83d50.wav,0,166150,Creative Commons 0
Computer_keyboard,beeb29b2.wav,1,23444,Attribution
Laughter,bf331561.wav,0,19260,Creative Commons 0
Laughter,bf3bd60f.wav,0,54924,Attribution
Laughter,bf7b5df3.wav,0,238641,Creative Commons 0
Knock,bf939cb3.wav,0,193868,Creative Commons 0
Cough,bfbfa1d3.wav,1,159456,Attribution
Laughter,bff620df.wav,1,377742,Creative Commons 0
Computer_keyboard,c015af58.wav,0,223317,Creative Commons 0
Finger_snapping,c03a3077.wav,1,177506,Attribution
Finger_snapping,c07962ee.wav,1,364727,Creative Commons 0
Computer_keyboard,c082b381.wav,0,257259,Creative Commons 0
Finger_snapping,c12051ba.wav,1,361759,Creative Commons 0
Laughter,c12af920.wav,0,145619,Attribution
Cough,c1c23b20.wav,0,180036,Attribution
Cough,c2138e33.wav,1,343905,Creative Commons 0
Knock,c27d2fc5.wav,1,218981,Attribution
Keys_jangling,c2aeb8a0.wav,1,51440,Creative Commons 0
Keys_jangling,c31a0cbd.wav,1,187269,Creative Commons 0
Laughter,c33a994b.wav,0,253531,Attribution
Laughter,c35b444d.wav,0,169317,Creative Commons 0
Laughter,c382db92.wav,0,167571,Creative Commons 0
Cough,c433a263.wav,0,257765,Attribution
Cough,c4564a2b.wav,0,87794,Creative Commons 0
Cough,c49355f7.wav,0,102539,Attribution
Laughter,c4bb507c.wav,0,9552,Attribution
Computer_keyboard,c4ed0653.wav,1,348238,Creative Commons 0
Computer_keyboard,c4ff751a.wav,0,91264,Creative Commons 0
Cough,c50afa17.wav,0,207829,Creative Commons 0
Cough,c51d5670.wav,1,334051,Attribution
Laughter,c5633969.wav,0,235167,Creative Commons 0
Cough,c5a6bb8a.wav,0,263935,Attribution
Finger_snapping,c5a9ac99.wav,1,177496,Attribution
Keys_jangling,c5aba2fc.wav,1,51445,Creative Commons 0
Laughter,c6082047.wav,0,204707,Attribution
Laughter,c631d4fa.wav,0,17146,Attribution
Knock,c6577a71.wav,0,365666,Attribution
Laughter,c7030073.wav,1,343895,Creative Commons 0
Knock,c71a719a.wav,0,349290,Creative Commons 0
Finger_snapping,c724bd21.wav,1,169619,Creative Commons 0
Computer_keyboard,c73df634.wav,0,379101,Creative Commons 0
Knock,c740ceda.wav,0,193843,Creative Commons 0
Laughter,c7823f25.wav,1,47370,Attribution
Laughter,c7969289.wav,0,127032,Creative Commons 0
Cough,c7b12dca.wav,0,178997,Attribution
Computer_keyboard,c80ecf6a.wav,0,185050,Creative Commons 0
Finger_snapping,c8802fa4.wav,1,346804,Attribution
Laughter,c8c0280a.wav,0,28209,Creative Commons 0
Laughter,c8ca25cc.wav,0,22422,Attribution
Knock,c8d682d9.wav,0,329516,Creative Commons 0
Cough,c8ef85c1.wav,0,196142,Attribution
Cough,c95e5234.wav,0,271654,Creative Commons 0
Cough,c99274ce.wav,0,262017,Attribution
Keys_jangling,c9c6a8ab.wav,0,118183,Attribution
Cough,c9cad980.wav,0,87511,Attribution
Cough,ca1cffc7.wav,1,154444,Creative Commons 0
Knock,ca415578.wav,1,148946,Creative Commons 0
Keys_jangling,ca75e9c3.wav,0,81000,Creative Commons 0
Finger_snapping,ca7c441f.wav,1,364729,Creative Commons 0
Knock,ca8f6790.wav,0,211496,Attribution
Laughter,caa629ea.wav,0,275652,Creative Commons 0
Laughter,cab2b1cb.wav,0,132818,Attribution
Cough,cab49319.wav,1,341086,Creative Commons 0
Laughter,cb011638.wav,0,15294,Attribution
Cough,cb5d5737.wav,1,252220,Creative Commons 0
Knock,cb65645f.wav,1,349244,Attribution
Knock,cbe59820.wav,1,349301,Creative Commons 0
Finger_snapping,cc01a92e.wav,1,368784,Creative Commons 0
Finger_snapping,cc243902.wav,0,189567,Creative Commons 0
Finger_snapping,cd360da2.wav,1,33835,Creative Commons 0
Computer_keyboard,cd3e20ec.wav,1,364116,Creative Commons 0
Finger_snapping,cd404498.wav,1,361766,Creative Commons 0
Finger_snapping,cd4f2689.wav,0,361756,Creative Commons 0
Laughter,cdb982ca.wav,0,161359,Attribution
Cough,cdc8f61d.wav,0,68034,Attribution
Keys_jangling,ce4ba0f9.wav,0,119858,Creative Commons 0
Finger_snapping,ceac5ae1.wav,0,80735,Attribution
Laughter,cf242525.wav,1,221798,Creative Commons 0
Cough,cf469143.wav,0,254466,Attribution
Knock,cfb4c434.wav,0,164570,Creative Commons 0
Computer_keyboard,cfccd445.wav,0,155570,Creative Commons 0
Knock,cfe45dd3.wav,0,360481,Creative Commons 0
Cough,d000e828.wav,1,326891,Attribution
Knock,d011c434.wav,1,211497,Attribution
Cough,d0141870.wav,1,336672,Creative Commons 0
Knock,d0160c41.wav,0,181923,Creative Commons 0
Cough,d01af3cd.wav,0,142603,Creative Commons 0
Laughter,d030ccde.wav,0,202096,Creative Commons 0
Knock,d039d135.wav,1,274814,Attribution
Laughter,d085e7da.wav,0,220835,Attribution
Laughter,d0a7e96a.wav,0,120759,Attribution
Keys_jangling,d0d932ad.wav,1,214988,Creative Commons 0
Laughter,d1055ae3.wav,1,132748,Attribution
Laughter,d10d9393.wav,1,343991,Creative Commons 0
Knock,d112acaa.wav,0,352673,Creative Commons 0
Computer_keyboard,d12898f1.wav,0,133657,Attribution
Computer_keyboard,d1c54441.wav,1,365487,Creative Commons 0
Laughter,d1d295bd.wav,1,140220,Attribution
Keys_jangling,d1d3f21e.wav,0,369321,Creative Commons 0
Laughter,d1e18645.wav,1,180298,Attribution
Knock,d1f09f31.wav,0,349287,Creative Commons 0
Finger_snapping,d252a893.wav,0,364732,Creative Commons 0
Laughter,d2b9dbe3.wav,1,110392,Attribution
Computer_keyboard,d2c6aa69.wav,1,330301,Creative Commons 0
Knock,d2d41b54.wav,1,349286,Creative Commons 0
Keys_jangling,d2d75dcb.wav,0,137252,Creative Commons 0
Keys_jangling,d352c571.wav,0,270270,Attribution
Keys_jangling,d3add79a.wav,1,68139,Creative Commons 0
Knock,d3ae5c4d.wav,1,182033,Attribution
Cough,d3bf9ace.wav,1,365158,Attribution
Knock,d3d8ab79.wav,0,217391,Creative Commons 0
Finger_snapping,d3dee3b9.wav,1,327917,Attribution
Cough,d433497c.wav,0,148310,Creative Commons 0
Knock,d49630b1.wav,0,28134,Attribution
Laughter,d4b2f920.wav,0,66253,Attribution
Knock,d4cd5981.wav,0,193871,Creative Commons 0
Keys_jangling,d58723aa.wav,0,379088,Creative Commons 0
Cough,d5c6c8bc.wav,1,149043,Attribution
Laughter,d60ea378.wav,1,241473,Creative Commons 0
Finger_snapping,d63f15f8.wav,1,361745,Creative Commons 0
Finger_snapping,d648bf8f.wav,1,364726,Creative Commons 0
Laughter,d6728aa4.wav,0,60804,Attribution
Computer_keyboard,d681e33e.wav,0,52237,Attribution
Cough,d6a90304.wav,0,87798,Creative Commons 0
Computer_keyboard,d6c04b7d.wav,1,329053,Attribution
Cough,d6f501d7.wav,1,19111,Attribution
Laughter,d773a9e6.wav,0,72842,Attribution
